Review #,Brand,Variety,Style,Country,Stars,Top Ten,Review
2303.0,Maruchan,Sopa Maruchan Sobar A Camaron,Pack,Mexico,3.0,,2303.0
2302.0,Nissin,Yakisoba,Tray,Japan,5.0,,2302.0
2301.0,Suimin,Noodle With Oriental Chicken Flavour,Cup,Australia,3.0,,2301.0
2300.0,Nissin,Demae Ramen Spicy Xo Sauce Seafood Flavour Instant Noodle,Pack,Hong Kong,4.0,,2300.0
2299.0,Cintan,Mi Segera Mmm Original,Pack,Malaysia,3.0,,2299.0
2298.0,Nissin,Cup Noodles Spicy Chile Chicken New Recipe,Cup,United States,4.0,,2298.0
2297.0,Chuan Wei Wang,Bowl Instant Noodles Artificial Beef With Sauerkraut Flavor,Bowl,China,3.0,,2297.0
2296.0,Suimin,Noodles With Chicken Flavour,Cup,Australia,3.0,,2296.0
2295.0,Nissin,Cup Noodles Seafood,Cup,China,4.0,,2295.0
2294.0,Sapporo Ichiban,Tabimen Aizukitakata Gyokai Shoyu Ramen,Bowl,Japan,4.0,,2294.0
2293.0,Nissin,Nupasta Bacon In Carbonara Sauce Flavour Instant Noodle,Pack,Hong Kong,5.0,,2293.0
2292.0,Sichuan Baijia,Chongqing Noodles Spicy Hot Flavor,Pack,China,5.0,,2292.0
2291.0,Samyang Foods,Buldak Bokkummyun Cheese Flavor,Pack,Korea South,4.0,,2291.0
2290.0,Nissin,Demae Ramen Straight Noodle Black Garlic Oil Tonkotsu Flavour Instant Noodle,Pack,Hong Kong,5.0,,2290.0
2289.0,Myojo,Shin Toyama Black Ramen,Bowl,Japan,4.0,,2289.0
2288.0,Nissin,Cup Noodles Tom Yum Goong Flavour,Cup,Hong Kong,4.0,,2288.0
2287.0,Master Kong,Artificial Abalone Crab Flavor Instant Noodle,Pack,China,0.0,,2287.0
2286.0,Kamfen,Noodle King Artificial Abalone And Chicken Soup Flavored,Bowl,Hong Kong,4.0,,2286.0
2285.0,Fantastic,Noodles Beef Flavour,Cup,Australia,3.0,,2285.0
2284.0,Nissin,Korean Kimchi Flavour Vermicelli,Cup,Hong Kong,4.0,,2284.0
2283.0,Nissin,Raoh Pork Bone Soy Soup Noodle,Pack,Japan,5.0,,2283.0
2282.0,Samyang Foods,Gold Jjamppong Fried Noodle,Pack,Korea South,5.0,,2282.0
2281.0,Nissin,Demae Iccho Red Hot Seafood Flavour Instant Noodle,Cup,Hong Kong,4.0,,2281.0
2280.0,Sichuan Baijia,Chongqing Noodles Hot  Sour Flavor,Pack,China,4.0,,2280.0
2279.0,Nissin,Demae Iccho Spicy Tonkotsu Flavour Instant Noodle Bowl Noodle,Bowl,Hong Kong,5.0,,2279.0
2278.0,Nissin,Raoh Tantanmen,Pack,Japan,5.0,,2278.0
2277.0,Goku-Uma,Ramen Noodles Soy Sauce Flavor,Bowl,United States,3.0,,2277.0
2276.0,Nissin,Cup Noodles With Shrimp Ramen Noodle Soup New Recipe,Cup,United States,3.0,,2276.0
2275.0,Jml,Hot  Sour Beef Noodles,Pack,China,4.0,,2275.0
2274.0,Suimin,Noodles With Braised Beef Flavour,Cup,Australia,4.0,,2274.0
2273.0,Uni-President,A Q Bucket Noodle Korean Kimchi Flavor,Bowl,Taiwan,4.0,,2273.0
2272.0,Nissin,Demae Iccho Spicy Kimchi Pot Flavour Instant Noodle Bowl Noodle,Bowl,Hong Kong,4.0,,2272.0
2271.0,Sichuan Baijia,Chongqing Noodles Burning Dry Noodles,Pack,China,5.0,,2271.0
2270.0,Samyang Foods,Fresh Bibimmyun Fried Noodle,Pack,Korea South,4.0,,2270.0
2269.0,Wai Wai,Instant Noodles Veg Masala Flavour,Pack,India,4.0,,2269.0
2268.0,Nissin,Nupasta Neapolitan Flavour Instant Noodle,Pack,Hong Kong,5.0,,2268.0
2267.0,Shirakiku,Karami Ramen Spicy Chili Flavour Japanese Style Noodle With Soup Base,Pack,United States,2.0,,2267.0
2266.0,Nissin,Disney Cuties Instant Noodle Crab Flavour,Cup,Thailand,4.0,,2266.0
2265.0,Nissin,Cup Noodles Rich Soft Shelled Turle Soup,Cup,Japan,3.0,,2265.0
2264.0,Unif Tung-I,Instant Vegetarian Beehoon Rice Vermicelli,Pack,Taiwan,1.0,,2264.0
2263.0,Sichuan Baijia,Broad Noodle Artificial Beef Flavor Hot Pot,Pack,China,4.0,,2263.0
2262.0,Dream Kitchen,Curry Flavour Instant Noodles,Cup,United States,5.0,,2262.0
2261.0,Tablemark,Tohokuno Aji Yonezawa Ramen,Bowl,Japan,4.0,,2261.0
2260.0,Uni-President,Science Noodle Xmas Edition,Pack,Taiwan,5.0,,2260.0
2259.0,Farmer'S Heart,Pho Beef Flavor Vietnamese Rice Noodle Soup,Bowl,United States,3.75,,2259.0
2258.0,Kamfen,Instant Wonton Noodles Scallop Lobster Soup Flavour,Bowl,Hong Kong,4.3,,2258.0
2257.0,Fuku,Tom Yam Soup Instant Noodle,Pack,Hong Kong,2.3,,2257.0
2256.0,Goku-Uma,Ramen Noodles Artificially Flavored Tonkotsu,Bowl,United States,3.0,,2256.0
2255.0,Daikoku,Hiroshima Flavor Yakisoba,Tray,Japan,5.0,,2255.0
2254.0,Nissin,Disney Cuties Instant Noodle Seaweed Flavour,Cup,Thailand,3.0,,2254.0
2253.0,Singa-Me,Instant Noodles Mi Goreng Flavour,Cup,Australia,4.0,,2253.0
2252.0,New Touch,Sugomen Sano Ramen,Bowl,Japan,5.0,,2252.0
2251.0,Ottogi,Ramyon Sabor Y Camaron,Pack,Mexico,4.0,,2251.0
2250.0,Nissin,Demae Iccho Spicy Xo Sauce Seafood Flavour,Pack,Hong Kong,4.0,,2250.0
2249.0,Love Cook,Sun Dried Noodle  Fruity Soy Bean Paste,Pack,Taiwan,4.0,,2249.0
2248.0,Nongshim,Shin Noodle Soup,Cup,United States,5.0,,2248.0
2247.0,Nissin,Sapporo Noukou Miso Ramen,Bowl,Japan,5.0,,2247.0
2246.0,Dream Kitchen,Soy Sauce,Cup,United States,4.0,,2246.0
2245.0,Nissin,Vietnamese Chicken Coriander Flavour Vermicelli,Cup,Hong Kong,4.0,,2245.0
2244.0,Kang Shi Fu,Artificial Spicy Beef Flavour,Pack,Hong Kong,4.0,,2244.0
2243.0,Nissin,Cup Noodles Black Pepper Crab Flavour,Cup,Hong Kong,4.0,,2243.0
2242.0,Great Value,Beef Style Noodles With Vegetables,Cup,Canada,3.0,,2242.0
2241.0,Fuku,Spicy Soup Instant Noodle Beef Flavour,Pack,Hong Kong,4.0,,2241.0
2240.0,Wang,Rice Noodle Anchovy Flavor,Bowl,Korea South,3.0,,2240.0
2239.0,Nissin,Cup Noodles Chicken Flavor Ramen Noodle Soup New Recipe,Cup,United States,4.0,,2239.0
2238.0,Asian Thai Foods,Rumpum Gundruk Flavour,Pack,Nepal,1.0,,2238.0
2237.0,Nissin,Cup Noodle Light Bagna Cauda,Cup,Japan,5.0,,2237.0
2236.0,Maruchan,Gotsumori Koku Tonkotsu Ramen,Bowl,Japan,4.0,,2236.0
2235.0,Fashion Food,Tom Yum Shrimp Creamy Flavour Instant Noodles,Bowl,Thailand,4.0,,2235.0
2234.0,Paldo,Bibim Men,Bowl,Korea South,5.0,,2234.0
2233.0,Nissin,Cup Noodles Milk Seafood Flavour,Cup,Hong Kong,4.0,,2233.0
2232.0,Nissin,Spicy Chikin Donburi,Bowl,Japan,5.0,,2232.0
2231.0,Fantastic,Noodle Chicken Flavour,Cup,Australia,4.0,,2231.0
2230.0,Marutai,Kuromayu Tonkotsu Kumamoto Ramen,Pack,Japan,4.0,,2230.0
2229.0,Kang Shi Fu,Artificial Beef With Sauerkraut Flavour,Pack,Hong Kong,4.0,,2229.0
2228.0,Nissin,Raoh Shoyu Ramen,Bowl,Japan,5.0,,2228.0
2227.0,Maruchan,Ramen Noodle Soup Sriracha Chicken Flavor,Pack,United States,4.0,,2227.0
2226.0,Nagatanien,Hiyashi Soba Taidashi Goma,Pack,Japan,3.0,,2226.0
2225.0,Fuku,Bowl Chicken Flavour Instant Rice Vermicelli,Bowl,Hong Kong,4.0,,2225.0
2224.0,Wai Wai,Xpress Flavour Of Pizza In Noodles Proprietary Food,Pack,India,4.0,,2224.0
2223.0,Koka,Rice Noodles Fragrant Chicken Pho Ga Flavour,Pack,Singapore,4.0,,2223.0
2222.0,Nyor Nyar,Vegetarian Penang White Curry,Pack,Malaysia,5.0,,2222.0
2221.0,Nissin,Cup Noodle Seafood,Cup,Japan,5.0,,2221.0
2220.0,Paldo,Budae Jjigae,Pack,Korea South,5.0,,2220.0
2219.0,Fantastic,Noodles Crispy Bacon Flavour,Cup,Australia,1.0,,2219.0
2218.0,Tseng Noodles,Spicy Braised Pork Flavor,Pack,Taiwan,4.0,,2218.0
2217.0,Nissin,Demae Ramen Spicy Seafood Flavour Instant Noodle,Pack,Hong Kong,5.0,,2217.0
2216.0,A-Sha Dry Noodle,Chow Mein Spicy Flavor,Tray,Taiwan,3.0,,2216.0
2215.0,Myojo,Mee Goreng Spicy Flavour,Pack,Singapore,5.0,,2215.0
2214.0,Sapporo Ichiban,Tabimen Nagasaki Chanpon,Bowl,Japan,4.0,,2214.0
2213.0,Acecook,Oh Ricey Pork Flavour,Pack,Vietnam,4.0,,2213.0
2212.0,Paldo,Bul Jjamppong,Pack,Korea South,4.0,,2212.0
2211.0,Nissin,Disney Cuties Instant Noodle Roast Pork Flavour,Cup,Thailand,3.0,,2211.0
2210.0,Morre,Instant Noodles Masala,Pack,Pakistan,4.0,,2210.0
2209.0,Nissin,Demae Ramen Spicy Hot Tonkotsu Flavour Instant Noodle,Pack,Hong Kong,5.0,,2209.0
2208.0,Roland,Ramen Japanese Style Quickcooking Alimentary Paste With Chicken Artificially Flavored Soup Base,Pack,United States,0.0,,2208.0
2207.0,Nissin,Big Cup Noodles Tonkotsu Flavour,Cup,Hong Kong,3.0,,2207.0
2206.0,Nissin,Deka Buto Kuro Myu Tonkotsu,Bowl,Japan,5.0,,2206.0
2205.0,Maruchan,Bowl Taste Of Asia Hearty Pork Flavor Tonkotsu Ramen,Bowl,United States,4.0,,2205.0
2204.0,Nissin,Cup Noodles Sabor Galinha Caipira,Cup,Brazil,4.0,,2204.0
2203.0,Nongshim,Bowl Noodle Soup Independence Day Limited Edition Spicy Chicken Flavor,Bowl,United States,4.0,,2203.0
2202.0,Nissin,Nupasta Vongole Flavour Instant Noodle,Cup,Hong Kong,4.0,,2202.0
2201.0,Mr. Lee'S Noodles,Penang Chicken Curry Laksa,Cup,United Kingdom,2.0,,2201.0
2200.0,Mr. Lee'S Noodles,Shaolin Monk Vegetables,Cup,United Kingdom,5.0,,2200.0
2199.0,Mr. Lee'S Noodles,Tai Chi Chicken,Cup,United Kingdom,3.0,,2199.0
2198.0,Mr. Lee'S Noodles,Dragon Fire Mushroom,Cup,United Kingdom,3.0,,2198.0
2197.0,Mr. Lee'S Noodles,Hong Kong Street Beef,Cup,United Kingdom,5.0,,2197.0
2196.0,Mr. Lee'S Noodles,Warrior Fighting Shrimp,Cup,United Kingdom,3.3,,2196.0
2195.0,Nissin,Gyorai Inaniwa Chuka Soba,Bowl,Japan,5.0,,2195.0
2194.0,Fuku,Chicken Flavour Instant Noodle,Pack,Hong Kong,4.0,,2194.0
2193.0,Knorr,Chicken Flavored Instant Noodles,Pack,Pakistan,3.0,,2193.0
2192.0,Nyor Nyar,Penang White Curry Instant Noodle,Pack,Malaysia,5.0,,2192.0
2191.0,Choumama,Xo Scallops Sauce Dry Noodles,Pack,Taiwan,4.0,,2191.0
2190.0,Myojo,Barikata Noukou Tonkotsu Shoyu,Bowl,Japan,4.75,,2190.0
2189.0,Nissin,Demae Ramen Sesame Oil Flavour Cup,Cup,Hong Kong,4.0,,2189.0
2188.0,Singa-Me,Instant Noodles Chicken Flavour,Cup,Australia,2.5,,2188.0
2187.0,Pulmuone,Nonfried Ramyun Noodle Crab Flavor,Pack,Korea South,5.0,,2187.0
2186.0,Master Kong,Assorted Seafood Noodles,Pack,China,4.0,,2186.0
2185.0,Nissin,Raoh Hot  Sour Ramen,Pack,Japan,5.0,,2185.0
2184.0,President Rice,Coriander Instant Rice Noodles,Bowl,Thailand,2.75,,2184.0
2183.0,Mama,Instant Rice Noodles Moo Nam Tok Flavour,Pack,Thailand,3.5,,2183.0
2182.0,Mama,Instant Rice Vermicelli Clear Soup,Pack,Thailand,3.5,,2182.0
2181.0,Mama,Instant Rice Noodles Chicken Flavour,Pack,Thailand,4.0,,2181.0
2180.0,Mama,Pho Ga Rice Noodles With Artificial Chicken Flavour,Bowl,Thailand,3.0,,2180.0
2179.0,Mama,Oriental Kitchen Instant Rice Vermicelli In Gravy,Pack,Thailand,5.0,,2179.0
2178.0,Mama,Instant Tom Yam Rice Noodles,Pack,Thailand,4.0,,2178.0
2177.0,Mama,Instant Rice Noodles Vegetable Flavour,Pack,Thailand,4.0,,2177.0
2176.0,Mama,Instant Rice Vermicelli Yentafo Tom Yam Mohfai,Pack,Thailand,5.0,#7,2176.0
2175.0,Mama,Instant Flat Noodles Clear Soup,Pack,Thailand,4.0,,2175.0
2174.0,Mama,Cup Rice Noodles Tom Saab Flavour,Cup,Thailand,5.0,,2174.0
2173.0,Mama,Instant Rice Noodles Stew Beef Flavour,Pack,Thailand,4.0,,2173.0
2172.0,Mama,Instant Rice Noodles Phnom Penh Style,Pack,Thailand,4.0,,2172.0
2171.0,Mama,Instant Flat Noodles Tom Yam Flavour,Pack,Thailand,4.0,,2171.0
2170.0,Maruchan,Ramen Noodle Soup Mushroom Flavor,Pack,United States,4.0,,2170.0
2169.0,Happy Family,Vegetable Flavour Instant Noodles,Pack,Singapore,4.0,,2169.0
2168.0,Tseng Noodles,Rice Noodle Shallot With Braised Pork Flavor,Pack,Taiwan,5.0,,2168.0
2167.0,Great Value,Vegetable Flavour Noodles With Vegetables,Cup,Canada,3.0,,2167.0
2166.0,Jml,Instant Noodle Artificial Beef Flavor 7 Sour Pickled Cabbage,Pack,China,4.0,,2166.0
2165.0,Suimin,Noodles With Hot  Spicy Flavour,Cup,Australia,3.0,,2165.0
2164.0,Tseng Noodles,Rice Noodle Chinese Mushroom With Soybean Vegetarian Braised Pork Flavor,Pack,Taiwan,5.0,,2164.0
2163.0,Nissin,Piritto Karakuchi Tantan Udon,Bowl,Japan,4.0,,2163.0
2162.0,Tseng Noodles,Rice Noodle Seafood Laksa Flavour,Pack,Taiwan,5.0,,2162.0
2161.0,Nongshim,Chal Bibim Myun,Pack,Korea South,5.0,,2161.0
2160.0,Menraku,Japanese Yakisoba Umami Sauce,Bowl,Japan,5.0,,2160.0
2159.0,La Moderna,Sazon Casero Sopa Con Tomate Y Sabor Pollo,Pack,Mexico,3.0,,2159.0
2158.0,A-Sha Dry Noodle,Chow Mein Original Flavor,Tray,Taiwan,5.0,,2158.0
2157.0,Master Kong,Artificial Mushroom Chicken Flavor Instant Noodle,Pack,China,4.0,,2157.0
2156.0,A-Sha Dry Noodle,Chow Mein Oyster Sauce Bbq Flavor,Tray,Taiwan,2.0,,2156.0
2155.0,Jingqi,Aloe Vera Guan Mian Purple Sweet Potato Noodle With Spicy Miso Sauce,Pack,Taiwan,4.0,,2155.0
2154.0,Jingqi,Black Eyes Bean Original Noodle With Sesame Sauce,Pack,Taiwan,4.0,,2154.0
2153.0,Jingqi,Aloe Vera Guan Mian Pumpkin Noodle With Basil Sauce,Pack,Taiwan,4.0,,2153.0
2152.0,Jingqi,Black Eyes Bean Cyanobacteria Noodle With Ginger Oil Sauce,Pack,Taiwan,5.0,,2152.0
2151.0,Jingqi,Aloe Vera Guan Mian Original Noodle With Sesame Sauce,Pack,Taiwan,5.0,#10,2151.0
2150.0,Jingqi,Black Eyes Bean Purple Sweet Potato Noodle With Spicy Miso Sauce,Pack,Taiwan,3.0,,2150.0
2149.0,Jingqi,Aloe Vera Guan Mian Cyanobacteria Noodle With Ginger Oil Sauce,Pack,Taiwan,5.0,#9,2149.0
2148.0,Jingqi,Black Eyes Bean Pumpkin Noodles With Basil Sauce,Pack,Taiwan,5.0,#8,2148.0
2147.0,Maruchan,Instant Lunch Pork Flavor Ramen Noodles With Vegetables,Cup,United States,3.0,,2147.0
2146.0,Sapporo Ichiban,Kun Ramen Sumokuchikin Smoked Chicken,Bowl,Japan,3.0,,2146.0
2145.0,Dream Kitchen,Tonkotsu,Cup,United States,3.0,,2145.0
2144.0,Nissin,Lamen Sabor Picanha,Pack,Brazil,4.0,,2144.0
2143.0,Thien Houng Foods,Lemon Chicken Flavour Instant Noodles,Pack,Vietnam,3.0,,2143.0
2142.0,Maruchan,Bowl Taste Of Asia Miso Chicken Flavor Spicy Miso Ramen,Bowl,United States,4.0,,2142.0
2141.0,Nissin,Men Shokunin Kaoruyasai Shio,Bowl,Japan,5.0,,2141.0
2140.0,Wang,Rice Noodle Seafood Flavour,Bowl,Korea South,5.0,,2140.0
2139.0,Fuku,Superior Soup Instant Noodles Mfg In Thailand,Pack,Hong Kong,4.0,,2139.0
2138.0,Fuku,Superior Soup Instant Noodles Mfg In Vietnam,Pack,Hong Kong,4.0,,2138.0
2137.0,Nissin,Demae Ramen Spicy Curry Flavour Instant Noodles,Pack,Hong Kong,4.0,,2137.0
2136.0,Nissin,Demae Ramen Roast Beef Flavour Instant Noodles,Pack,Hong Kong,4.0,,2136.0
2135.0,Doll,Instant Noodle Supreme Abalone And Chicken Flavour,Pack,Hong Kong,2.0,,2135.0
2134.0,Four Seas,Chicken Flavour Instant Noodle,Pack,Hong Kong,4.0,,2134.0
2133.0,Nissin,Kimchi Chikin Ramen Donburi,Bowl,Japan,5.0,,2133.0
2132.0,Maruchan,Instant Lunch Chipotle Chicken Flavor Ramen Noodle Soup,Cup,United States,5.0,,2132.0
2131.0,Myojo,Mee Goreng Thai Tom Yum Flavour,Pack,Singapore,4.0,,2131.0
2130.0,Kang Shi Fu,Artificial Salted Beef With Mushrooms Flavour,Pack,Hong Kong,4.0,,2130.0
2129.0,Carjen,Hot  Spicy Dry Curry With Chives Soup,Pack,Malaysia,5.0,,2129.0
2128.0,Sapporo Ichiban,Taimeiken Yousyoku Yasangatsukutta Omumen,Cup,Japan,4.0,,2128.0
2127.0,Suimin,Noodles With Chicken  Sweet Corn Flavour,Cup,Australia,2.25,,2127.0
2126.0,Nissin,Mennippon Oumi Chanpon,Bowl,Japan,5.0,,2126.0
2125.0,Happy Family,Curry Flavour Instant Noodles,Pack,Singapore,4.0,,2125.0
2124.0,7 Select,Nissin Instant Noodles Tom Yum Seafood Creamy Flavour King Cup,Bowl,Thailand,3.5,,2124.0
2123.0,Nissin,Cup Noodles Tom Yum Shrimp Sabb Flavour,Cup,Thailand,5.0,,2123.0
2122.0,Nissin,Chilli Noodles Stir Fried Holy Basil Flavour,Pack,Thailand,5.0,,2122.0
2121.0,Nissin,Instant Noodles Moo Manao Flavour,Pack,Thailand,4.0,,2121.0
2120.0,Nissin,Super Tom Yum Shrimp,Cup,Thailand,3.5,,2120.0
2119.0,Nissin,Cup Noodles Minced Pork Flavour,Cup,Thailand,3.5,,2119.0
2118.0,Nissin,Chilli Noodles Tom Yum Shrimp Creamy Soup Flavour,Cup,Thailand,3.25,,2118.0
2117.0,7 Select,Nissin Instant Noodles Shrimp Ma Nao Lui Suan Flavour King Cup,Bowl,Thailand,4.0,,2117.0
2116.0,Nissin,Instant Noodles Tom Yum Shrimp Saab Flavour,Pack,Thailand,4.0,,2116.0
2115.0,Nissin,Cup Noodles Moo Manao Flavour,Cup,Thailand,4.0,,2115.0
2114.0,Nissin,Instant Noodles Minced Pork Flavour,Pack,Thailand,3.5,,2114.0
2113.0,Nissin,Cup Noodles Seafood Creamy Flavour,Cup,Thailand,4.0,,2113.0
2112.0,Nissin,Chilli Noodles Spicy Tom Yum Flavour,Pack,Thailand,4.0,,2112.0
2111.0,Nissin,Cup Noodles Chilli Crab Flavour,Cup,Hong Kong,3.75,,2111.0
2110.0,Great Value,Vegetarian Flavour Ramen Noodles,Pack,Canada,3.0,,2110.0
2109.0,Oni Hot Pot,Tuna With Shallot Flavor Noodle,Pack,Taiwan,4.3,,2109.0
2108.0,Weh Lih,Gge Noodle Snack Wheat Crackers Original Ramen,Pack,Taiwan,1.0,,2108.0
2107.0,Nissin,Lamen Sabor Frango Assado Com Toque De Limao,Pack,Brazil,4.5,,2107.0
2106.0,Itomen,Onion Flavor Shoyu Ramen,Pack,Japan,3.5,,2106.0
2105.0,Maruchan,Ramen Noodle Soup Chicken Tortilla Flavor,Pack,United States,3.0,,2105.0
2104.0,Wang,Rice Noodle Kimchi Flavor,Bowl,Korea South,4.0,,2104.0
2103.0,Roland,Ramen Japanese Style Quickcooking Alimentary Paste With Beef Artificially Flavored Soup Base,Pack,United States,0.0,,2103.0
2102.0,Nissin,Cup Noodles Singapore Laksa,Cup,Japan,5.0,,2102.0
2101.0,Samyang Foods,Pojangmacha Udon,Pack,Korea South,4.0,,2101.0
2100.0,Myojo,Mee Goreng Original Flavour,Pack,Singapore,4.0,,2100.0
2099.0,Sanpo,Yakibuta Ramen,Bowl,Japan,4.0,,2099.0
2098.0,Nongshim,Kimchi Flavor Noodle Soup,Cup,United States,5.0,,2098.0
2097.0,Carjen,Otentiq Cheezy Mushroom Instant Noodles Improved Taste,Pack,Malaysia,5.0,,2097.0
2096.0,Maruchan,Seimen Noukou Toro Tonkotsu,Bowl,Japan,4.0,,2096.0
2095.0,Nissin,Straits Kitchen Laksa,Pack,Singapore,5.0,,2095.0
2094.0,Nongshim,Champong Noodle Soup Spicy Seafood Flavor,Pack,Korea South,5.0,,2094.0
2093.0,Oni Hot Pot,Seaweed Flavour Noodle,Pack,Taiwan,2.0,,2093.0
2092.0,Doll,Instant Noodle Preserved Vegetable Flavour,Pack,Hong Kong,4.0,,2092.0
2091.0,Mykuali,Penang Hokkien Prawn Noodle Authentic Taste,Cup,Malaysia,5.0,,2091.0
2090.0,Nissin,Nupasta Salmon In White Sauce Flavour Instant Noodle,Pack,Hong Kong,5.0,,2090.0
2089.0,Nissin,Big Cup Noodles Seafood Curry Flavour,Cup,Hong Kong,5.0,,2089.0
2088.0,Nissin,Demae Iccho Beef Flavour Instant Noodle,Bowl,Hong Kong,4.0,,2088.0
2087.0,Nissin,Mie Goreng Indonesia Stir Noodle Original Flavour,Pack,Hong Kong,4.0,,2087.0
2086.0,Nissin,Demae Ramen Sesame Flavour Instant Noodles,Pack,Hong Kong,5.0,,2086.0
2085.0,Fuku,Superior Soup Instant Rice Vermicelli,Bowl,Hong Kong,5.0,,2085.0
2084.0,Nissin,Demae Ramen Straight Noodle Kyushu Tonkotsu Instant Noodle,Pack,Hong Kong,5.0,,2084.0
2083.0,Nissin,Taisho Fried Noodle Sesame Paste Flavour Instant Noodle,Pack,Hong Kong,5.0,,2083.0
2082.0,Nissin,Cup Noodles Pork Chowder Flavour,Cup,Hong Kong,4.0,,2082.0
2081.0,Nissin,Cup Mifun Spicy Beef Flavour,Cup,Hong Kong,4.0,,2081.0
2080.0,Fuku,Nonfried Superior Soup Noodle,Pack,Hong Kong,4.0,,2080.0
2079.0,Nissin,Nupasta Carbonara Flavour Instant Noodle,Cup,Hong Kong,5.0,,2079.0
2078.0,Nissin,Demae Iccho Curry Beef Flavour,Cup,Hong Kong,4.0,,2078.0
2077.0,Nissin,Cup Noodles Big Spicy Seafood Flavour,Cup,Hong Kong,5.0,,2077.0
2076.0,Nissin,Demae Iccho Black Garlic Oil Tonkotsu,Bowl,Hong Kong,3.75,,2076.0
2075.0,Mi Sedaap,Mi Segera Mi Goreng Ayam Krispi,Pack,Indonesia,4.5,,2075.0
2074.0,Nissin,Cup Noodles Sabor Pollo Habanero Y Limon Sopa Instantanea,Cup,Mexico,3.5,,2074.0
2073.0,Great Value,Spicy Ramen Noodles,Pack,Canada,4.0,,2073.0
2072.0,Maruchan,Bowl Taste Of Asia Beef Flavor Sukiyaki Ramen,Bowl,United States,5.0,,2072.0
2071.0,A-Sha Dry Noodle,Tainan Noodle Original Sauce,Pack,Taiwan,5.0,,2071.0
2070.0,Tokushima Seifun,Negi Ramen,Bowl,Japan,1.75,,2070.0
2069.0,Doll,Instant Noodle Vegetarian Flavour,Pack,Hong Kong,3.75,,2069.0
2068.0,Maggi,Fusian Special Edition Ow Ow Spicy Cow Mi Goreng,Pack,Australia,5.0,,2068.0
2067.0,Samyang Foods,Fresh Jjajang,Pack,Korea South,4.5,,2067.0
2066.0,Marutai,Hakata Tonkotsu Ramen,Pack,Japan,5.0,,2066.0
2065.0,Four Seas,Kung Tak Lam Vegetarian Noodle Mushroom,Pack,Hong Kong,3.0,,2065.0
2064.0,Nongshim,Arrabiata Rice Bucatini,Pack,United States,5.0,,2064.0
2063.0,Mamee,Pepper Noodles Vegetarian,Pack,Hong Kong,3.25,,2063.0
2062.0,Ottogi,Ramyon Sabor Mariscos,Pack,Mexico,3.75,,2062.0
2061.0,Kamfen,Dried Mix Noodles Scallop Seafood Flavoured,Tray,Hong Kong,4.25,,2061.0
2060.0,Nissin,Cup Noodle Light Cheese Fondue,Cup,Japan,5.0,,2060.0
2059.0,Four Seas,Beef And Radish Flavour Instant Noodle,Pack,Hong Kong,2.5,,2059.0
2058.0,Zow Zow,Instant Noodle Shrimp Tom Yam Flavoured,Pack,Thailand,3.75,,2058.0
2057.0,Nissin,Rapifideo Sabor A Chile Y Limon,Cup,Mexico,3.75,,2057.0
2056.0,Koyo,Garlic Pepper Reduced Sodium Ramen,Pack,United States,0.0,,2056.0
2055.0,Nissin,Tokyo Tokunou Gyokai Tonkotsu,Bowl,Japan,5.0,,2055.0
2054.0,Suimin,Noodles Curried Prawn Flavour,Cup,Australia,3.25,,2054.0
2053.0,Maruchan,Instant Lunch Sriracha Chicken Flavor Ramen Noodle Soup,Cup,United States,3.75,,2053.0
2052.0,Indomie,Pop Mie Mi Instan Cup Rasa Ayam,Cup,Indonesia,3.5,,2052.0
2051.0,Master Kong,Artificial Pork Ribs Flavour Instant Noodle,Pack,China,3.5,,2051.0
2050.0,Mykuali,Penang Red Tom Yum Goong Noodle Authentic Taste,Cup,Malaysia,5.0,,2050.0
2049.0,Ottogi,Ramyon Sabor A Res,Pack,Mexico,4.0,,2049.0
2048.0,Acecook,Kadomen Koikoku Tonkotsu,Bowl,Japan,3.8,,2048.0
2047.0,Oni Hot Pot,Xo Sauce Noodle,Pack,Taiwan,5.0,,2047.0
2046.0,E-Zee,Perisa Asam Pedas Mi Segera,Pack,Malaysia,4.0,,2046.0
2045.0,Great Value,Chicken Style Ramen Noodles,Pack,Canada,3.5,,2045.0
2044.0,Doll,Hello Kitty Dim Sum Noodle Japanese Soy Sauce Flavour,Cup,Hong Kong,3.0,,2044.0
2043.0,Oree Garden,Malaysia Green Curry Noodle,Bowl,Malaysia,5.0,,2043.0
2042.0,Suimin,Noodles Mi Goreng,Cup,Australia,4.3,,2042.0
2041.0,Master Kong,Tomato Sauce Instant Noodle,Pack,China,4.5,,2041.0
2040.0,Nissin,Cup Noodles Sabor Franhp Com Requeijao,Cup,Brazil,5.0,,2040.0
2039.0,Tokushima Seifun,Yakibuta Ramen,Bowl,Japan,5.0,,2039.0
2038.0,A1,Vegetarian Herbal Noodle,Pack,Malaysia,1.5,,2038.0
2037.0,Migawon,Hovenia Ramen Vegetable Flavor,Pack,Korea South,3.5,,2037.0
2036.0,A-Sha Dry Noodle,Hakka Bbq Sauce Noodle,Pack,Taiwan,4.25,,2036.0
2035.0,Acecook,Maru Uma Curry Udon,Cup,Japan,3.5,,2035.0
2034.0,Fantastic,Noodles Oriental Flavour,Cup,Australia,3.25,,2034.0
2033.0,Chaudhary'S Wai Wai,Instant Noodles Artificial Chicken  Shrimp Flavored,Pack,India,2.5,,2033.0
